text,date,h_date
"Es waren verschiedene Leute, im Ausland, die spanisch oder englisch sprachen. Ich war mit jemandem da und wartete auf etwas. Die 2 Jungen Männer welche neben mir Sassen redeten viel, einer sogar fließend Schweizer deutsch. Ich sagte zu ihm und j. Dass er gut Arbeit finden könne in der Schweiz wenn er so gut schweizerdeutsch sprach. Er hatte diverse implantate, so Ca. 5 cm im Durchmesser, wie diese piercings, oder brandings. Etwas entfernt war eine passarelle oder Brücke, von einem metallgebäude aus Richtung links. Es war wie in new York. Wir Sassen an einem Tisch auf Bänken.",1349859660000,2012-10-10 09:01:00
"Mit Esther und noch jemanden Sex gehabt. Wir hatten gruppensex auf einem offenen Balkon. Es lagen etliche gras sticks herum, am Boden. Ich sammelte sie auf. Es war ein schmaler Balkon oder eine Terrasse, mit einer etwa 1 m. Hohen brüstung. Es war sonnig.",1349859600000,2012-10-10 09:00:00
"Ich hatte einen riesige Schwanz. Ich sass an einem Tisch, las und spielte zwischendurch damit.",1349978160000,2012-10-11 17:56:00
Mit Marco galli und dubacher irgendwo etwas gearbeitet oder getan. Marco war wegen dubacher verstimmt.,1350237360000,2012-10-14 17:56:00
"Ich traf in einer fremden Stadt einen alten Kollegen von Stefan, Alex. Er erkannte mich und ich sagte aha du bist Alex! Wir hatten jetskis welche in der Luft fuhren. Beim gas geben hoben sie den arsch in die Luft. Bei weniger gas sank der arsch. Man musste es ausbalancieren beim aufsitzen. Die Stadt war aus glas.",1350323760000,2012-10-15 17:56:00
"Ich war auf dem weg von Marlene nach vallone, mit einem Traktor. Er wurde durch ein spezialgerät gestartet, welches dauernd kaputt ging. Carlo versprach mir ein neues. Es war eine Art Auto Radio, welches wie ein ladegerät funktionierte. Man musste 2 Kabel damit verbinden.",1350410160000,2012-10-16 17:56:00
"War nach einer langen Wanderung mit j. Beim riesenhof von Pablo und desire und anderen angekommen. Wir Sassen draussen, an einem Tisch und wurden herzlich verpflegt. Ich erzählte Pablo von diversen Comic Läden die ich unterwegs angetroffen hatte, und noch andere Sachen. Ich war sehr müde, ass aber trotzdem und machte Pläne für die Zukunft. Draussen war alles grün, und drinnen war das Haus im Umbau. Überall hatten sie provisorische Treppen mit Fässer gemacht, und es war teilweise sehr dreckig. So hatte es einen Raum im Obergeschoss wo viele Milch flecken auf dem Boden waren, versprizt. Sie hatten noch andere Gäste, unter anderem 3 kleine Kinder, wie kleine Meier, welche Manchester Hosen anhatten die farbspritzer aufwiesen, und sie fragten mich ob man sowas noch verkaufen könne, ich sagte ihnen das könne man sogar als moderne mode verkaufen. Sie meinten sie könnten die Hose später im Leben noch gebrauchen, ich sagte sie würden ja noch wachsen und könnten später die Hose gerade noch als penis Mantel benützen. Ich suchte ein wc, aber allem Anschein nach gab es keins. Die Leute motzten über den schmutz, ich verteidigte Pablo und desire, es sei viel Arbeit so ein Haus auf Vordermann zu behalten. Es war in Spanien. Aber irgendwie fühlte auch ich mich nicht richtig zuhause. Ich redete auch mit desire. Wir hatten unsere rucksäcke dabei.",1350466140000,2012-10-17 09:29:00
"War an einem Krieg beteiligt, im Wald liefen die Soldaten herum. Alle waren uniformierte. Wir gingen einen Waldweg entlang. Es gab auch eines oder mehrere Fahrzeuge.",1350464340000,2012-10-17 08:59:00
"Bei Vetter eine Wohnung gemietet, welche halb offen war. Ich hatte mijana als Freundin, und trug sie auf den armen in ihr bett, hinter einem zu kleinem Vorhang. Ich deckte sie zu damit niemand sie erkennen würde. Ich war auf einer Reise und bezahlte keine miete, und hatte eine Grosse Unordnung, ich musste deswegen mit Anneliese darüber diskutieren. Ich nahm von da aus einen Linienbus, welchen ich schon mal genommen hatte. Auf der Fahrt wurde es Nacht, und der Chauffeur sagte er müsse nun anhalten um die Kinder auszuladen welche nicht in der Nacht fahren durften. Als er anhielt stieg ich aus und wollte mit dem öffentlichen tram oder Bus zurück gehen. Ich war hinter dem hoger der Stadt. Ich hatte das schon mal gemacht und wusste wohin ich laufen musste um den Bus zu erwischen. Es war zuerst ein weg in einem dunklen Wald, dann in einem Gang in einem Haus, an dessen Ende musste ich ein schmales Kamin runter rutschen, und dann fliegend in einem zweiten Gang weiter. Am Ende des Ganges war ein Raum, wo ein Mann und eine Frau waren ich hatte ein gelber Prospekt dabei den ich zu irgendeiner Täuschung verwendete. Im zweiten Raum gab es eine dusche wo ich weiter hätte gehen müssen. Irgendwie wollten sie mich aber nicht durchlassen. Mit dem Bus welcher bis spät in die Nacht fuhr wäre ich wieder zurück in die Stadt gekommen.",1350560280000,2012-10-18 11:38:00
"Bei Esther in Spanien gab es eine Ruine, welche eine unterirdische Galerie hatte. Ich ging mit jemandem dahin, und untersuchte die Galerie. Es war rostroter Stein.",1350560280000,2012-10-18 11:38:00
"Ich spielte in einer mir unbekannten Stadt fascho. Es war Nacht und diverse Leute schauten mich grimmig an, also lief ich wie ein fascho, ich hatte ein passendes Shirt an und auch Schuhe. Ich sagte zu jemandem dass ich so durch die Stadt spazieren könne. Es waren mehrere baren oder pubs der Strasse entlang. Sie waren beleuchtet.",1350634200000,2012-10-19 08:10:00
"Ich fuhr in einem Lastwagen welcher eine Frau mit kurzem haar steuerte, sie fuhr zuerst eine Strasse hinauf, dann rückwärts wieder hinunter. Sie fuhr sehr präzise und recht schnell. Die Strasse war kurvig, ich staunte sehr dass sie das so gut konnte.",1350831060000,2012-10-21 14:51:00
"Ich fuhr Velo einen hoger hinauf, und immer wenn ich runter zu meinen Füssen schaute hatte ich genügend Kraft um die Pedale zu treten, wenn ich aber gerade aus schaute, verlor ich die Kraft, und musste kurz absteigen, mit einem fuss, um neu Anlauf zu holen. Das Velo war eines dieser alten, mit gebogenem Lenker, un die Strasse war aus Schotter.",1350907080000,2012-10-22 11:58:00
"Eine junge Frau, etwas zu Jung, interessierte mich sehr. Ich wollte unbedingt dass sie mich zum Freund wollte, und ich schaute ihr lange und tief in die Augen. Sie war sehr jung, etwa 14, und geschminkt. Ich wusste dass ich mich interessant machen musste, durch ""nichts tun"" oder einfach nicht offenbaren, damit sie sich für mich interessierte. (mir wurde bewusst dass deswegen früher viele Frauen sich für mich interessierten, in der Realität, weil ich immer still und ""geheimnisvoll"" war, also interessant). Wir gingen zusammen mit jemanden anderes auf eine Erhöhung, wo ein Pool oder Wasser graben war wo man baden konnte. Oben hatte es eine feuerstelle welche nass war, ich aber sagte es sei kein Problem ein Feuer zu machen, und zündete einige helle holzspane an, mit dem Feuerzeug, um das Feuer in Gang zu bringen. Dieses erlöschte aber immer nach einer gewissen Zeit. Ich wusste dass ich irgendwo feuerwürfel hatte und wollte sie holen. Da war Carlo, in dem Gebäude innern, und zeigte mir eine Schublade, wo es golfbälle drinnen hatte und auch noch andere Sachen. Er sagte auch etwas wegen einem boot oder schiff.",1350907080000,2012-10-22 11:58:00
"Musste etwas einkaufen, käse oder so, hatte aber kein Geld oder Kreditkarte bei mir. Ich bekam aber trotzdem etwas, nach Diskussionen mit dem Besitzer, oder so. Dann war ich an einem Ort, wo es schaukelte, und eine Frau fragte mich nach meinen Personalien, oder reisenummer oder ähnliches. Ich sagte ich hätte nichts bei mir, ich könne ihr höchstens die Nummer geben die ich auf ein Zettel aufgeschrieben hatte. Es war ein fresszettel, auf allen Seiten gerissen. Sie wollte mir lange nicht glauben. Dann musste ich mit 2 anderen eine Anlage oder maschine zusammen bauen. Es waren eine Art Verstärker oder endstufen, auf der rechten Seite waren diese um 45 Grad von unten rechts nach oben links angewinkelt, an dem linken Ende rechteckig. Wir mussten diverse Module einbauen, in 3 oder 4 Reihen über einander, und etwa 4 oder 5 4ecke neben einander.
Am Schluss gings noch darum ein Griff zu montieren, und mit einer Fernbedienung könnte ich den genauen Ort eroiren, und der war genau auf einem abgewinkeltem Element, so dass es zerstört werden würde beim anschrauben des griffs. Dies hatte mir vorher niemand glauben wollen.",1350987480000,2012-10-23 10:18:00
"Ich Esther und Carlo waren an einem trockenen sandigen Ort zu fuss unterwegs. Basil war ein Stück zurück geblieben, ich untersuchte irgendwelche alte bauten. Dann musste ich entscheiden ob das Auto von Basil zu flicken sei oder nicht. Der mech meinte er müsse nur die Motor haube richten, was nicht so teuer käme. Ich bestätigte. Dann aber trafen ich und Esther und Carlo sowie basil und Daniela und Stefan uns um ein runder Tisch, und basil schiss  mich zusammen weil ich einfach die Reparatur in Auftrag gegeben hatte. Ich reklamierte bei  ihm er hätte es genau so getan. Dann sagte ich noch etwa an ie ganze Runde, Esther und Carlo aber hörten nicht zu, während Daniela und Stefan sehr gut zuhörten, ich sagte jeder von ihnen hätte die Reparatur in Auftrag gegeben, und mir verginge den Appetit wenn ich solches zeug von basil höre. Ich verliess die Runde.",1351090500000,2012-10-24 14:55:00
"Vital burger hatte mir in einem heruntergekommenen Dorf ein ebenso verlottertes hostel empfohlen, per Telefon. Als ich ankam war rechts des dorfeingangs Marlenes Haus, sehr ruiniert. Mehrere Leute führen mit Motorrädern herum, und ich nahm mir auch eins und machte 360 Grad kurven indem ich die vorder bremse zog und gas gab. Dies machte ich Schotter wie auf dem Asphalt, im fahren wie im stehen. Dann fuhr ich aus dem Dorf um rechts in ein Wald abzubiegen, wo ich noch mehr brems kurven machte und hoger auf und abwärts fuhr. Stefan war auch in dem Dorf und ich motzte weil mir vital ein verlottertes hostel angegeben hatte. Er begründete es damit dass man im Dorf Zusammenhalten müsse.",1351090500000,2012-10-24 14:55:00
"J wollte mir eins blasen, aber sie hatte gerade keine Zeit, also blies ich mir selbst eins, das ging gerade so, ich könnte beim runterschauen gerade die Eichel in den Mund nehmen. Ich freute mich sehr, und war der Meinung dass ich das schon mal getan hatte aber wusste nicht mehr wo und wann.",1351176900000,2012-10-25 14:55:00
"War in einem Wasser ""pozzo"" am fischen. Es war so ein Wasser loch wie in Italien im Keller. Ich sass mit jemandem an dessen Eingang und fischte mit selbst gebastelten Fischer ruten im Wasser. Man musste nicht lange warten damit die fische anbissen. Dann töteten wir sie mit einem Metall Hammer, der aussah wie ein stimmgabel Hammer. Wir schlugen damit auf einen speziellen Teil des Hirnes. Die fische waren sofort tot.
Der erste fisch war normal und ich tötete ihn. Der zweite war zu klein und ich warf ihn wieder rein. Der dritte war fett und rund und warzig wie eine kröte. 
Der zu kleine würde sehr lange weiter Leben, sagte meine Begleitung, deshalb schmiss ich ihn wieder rein, und nach einer Weile schwamm er davon. Ich benutzte ihn aber vorhin noch als Köder für den dritten, der aussah wie eine kröte, aber geniessbar sei, laut meiner Begleitung.",1351176900000,2012-10-25 14:55:00
"Ich fuhr mit meinem gelben postbus an die Arbeit, stalder Walter war auch da. Jemand fuhr dann mit meinem Bus über einen randstein und verstellte die Spur der hinteren Räder. Ich wollte heraus finden wer das gewesen war. Jemand hatte noch ein solches postbüssli, welches aber kaputt war. Ich empfahl ihm der Händler auf der anderen hogerseite von hochdorf, der gäbe ihm min. Noch 500 Franken, denn meiner sei damals viel zerstörter gewesen, und ich hatte genau 500 bekommen. Wir machten gerade eine Arbeit für arnet oder Huber. Auch zeichnete ich eine wand Fläche in einer ecke an, welche ich angefangen hatte zu grundieren, und ich musste an allen enden die fertigen masse anschreiben, da jemand anderes fertigstreichen würde. Ich selbst musste woanders hin. Ich hörte noch Stefan in einem Haus rumschreien, und jemand überprüfte meine Arbeit.",1351176900000,2012-10-25 14:55:00
"Sarna war an einem stromschlag in Italien auf marlenes hof gestorben. Vermutlich versuchte sie mich und basil nachzumachen und wollte eine gras Zucht Anlage aufbauen. Sie starb auf dem Vorplatz, wo das plumpsklo war.
Als ich bei Marlene ankam war das alles schon lange her.
Marlene wollte mich mit meinem eigenen Buch therapieren, es waren begriffe darin auf thibethisch und sie fragte mich ständig was sie bedeuten würden, ich aber wusste es nicht. Schliesslich sagte sie bei drei tibethischen Wörtern sie wisse schon was das sei und unterlag mich einer Massage oder ähnlichem. Es war wohltuend, wenn auch fremd, so sagte ich der besorgten j.
Marlene wandelte nun langsam in eine andere Frau, vermutlich silvans Mutter, und es waren noch ein junger Mann sowie eine junge Frau da welche malten und sonstige Kunst machten. Ich war immer vöriger am Platz, und überlegte ob ich gehen sollte. Dann aber waren die beiden fertig mit ihrer Kunst, und wir alle gingen raus, wo eine horde Kinder uns entgegenkam und etwas mit einem Auto war auch noch.",1351251960000,2012-10-26 11:46:00
"Mit fifi und j und anderen an etwas wie eine goa Party gewesen, in einer Art schlucht mit bäumen. Es waren Trips von Gregor im umlauf welche aber auf hauch dünnes normales Papier gedruckt waren. Ich zog sie alle ein mit der Begründung dass das gar nicht sein könne. J reklamierte, fifi aber war einverstanden. Von da ging ich die schlucht runter, und dann wieder zurück, über eine holz Leiter welche man halb fliegend nehmen musste. Ich brauchte mehrere anläufe. Das ganze war auf einer Insel. Ich musste dann noch ein Velo zusammen schrauben, in der Mitte längs, und dann fuhr ich mit Daniela und Stefan und anderen Velo. Es war eine Art steuerungsgerät eingebaut, in welches ich rein konnte. Es war sehr simpel zusammengebaut. Sie waren aber sehr heikel und ich musste sie sicher 2 mal zusammen stecken. Es gab noch ein Bach über welchen man konnte, man kam dann aber in ein zwergen Gebiet, wo alles ganz klein war. Es gab da auch ein Ort wie in Italien im vallone Richtung Kapelle, wo aber riesige und alte Kirchen oder sonstige Konstruktionen standen.",1351339500000,2012-10-27 12:05:00
"Ich war auf einem schiff oder so, ich hatte eine hervorragende Erinnerung daran  bis ich den 2en Traum hatte, dann vergass ich alles.",1351436220000,2012-10-28 14:57:00
"Ich arbeitete für eine bau Firma die arnet war, und doch nicht arnet war. Wir verbuddelten diverse Leitungen und rohre, in einem graben etwa 1 Meter tief und ein halber breit, l förmig angeordnet, etwa 20 Meter in 3 Meter. Wir verlegten die rohre und dann deckten wir alles mit Erde zu. Ich sagte bei arnet hätte ich gelernt dass man dies mit Sand machen würde, aber die 2 arbeiter lachten mich nur aus. Ich schlug vor ein Kanal mit beton Elementen zu erstellen, in welche man die Leitungen legen konnte, und diesen dann mit Sand auszufüllen. Sie meinten ich hätte keine Ahnung. Und da fragte ich sie ob sie die Konzession für die Konzession sbb arbeiten noch hatten. Aber sie wussten  nicht mal was die sbb war. Und sie lachten gleichzeitig über arnet, obwohl sie ja eigentlich angestellte dieser Firma wahren, gleichzeitig aber nicht.
Im Raum neben an war ich noch mit Pablo und Daniela und betrachtete Bilder an einer wand (?).",1351436220000,2012-10-28 14:57:00
"Pablo stellte mir seine neu erworbene Kleider vor. Ich oder wir besuchten ihn in seinem Häuschen, welches er bewirtschaftete. Es war escholzmatt. Er versorgte sich alleine. In einem Raum hatte er südamerikanische Kleidung welche er bestellt hatte. Es waren mehr frauenkleider als für Männer. Aber auch mir gefielen sie. Wir hatten beide Reise Pläne für Südamerika, er wollte glaub irgendwo bei Guatemala hin. Mich ertsaunte und freute es dass Pablo Gefühle hatte und dieselben Interessen wie ich. Ich ging mit ihm und jemand anderem noch weiter weg, Richtung Dorfplatz (?), wo auch silvan war. Von da us musste ich wieder zurück aufs wc, bei Pablo zuhause, wo ich vorhin schon alles verpisst hatte. Der wc ring konnte ich gerade noch reinigen, der Boden aber war in einem Grossen umkreis noch nass, als silvan reinkam und aha sagte (er hatte nicht gesehen dass ich auf dem wc war), sass aber trotzdem nieder, und ich pisste im Sitzen weiter. Ich erzählte silvan dass ich im Traum viel trauriger gewesen sei, dass Pablo nun wegginge, aber nun im wachen Zustand sei so a la aha und weiter nichts. Er bestätigte dass auch er im Traum mehr Gefühle habe (oder umgekehrt?).",1351515240000,2012-10-29 12:54:00
"Ich war mit Daniela und basil und elvis in dem blauen Vw unterwegs in eine Art Mühle oder andere Fabrik wo sie Getreide und ähnliches mahlten. Basil musste seine Handschuhe aus einem geschlossenen förderband suchen, ich half ihm dabei, indem ich die maschine in Gang setzte und mehrere Handschuhe heraus zog, jeweils 2 aus Leder und mehrere 2 aus Plastik. Dann kam noch der Besitzer und schaute was ich tat, ich gab ihm 5 Euro oder Franken. Dann fuhren wir einen Raum weiter, von wo aus wir wieder zurück mussten um aus dem Gebäude zu kommen ",1351515240000,2012-10-29 12:54:00
"Mit Pius auf dem rumrunner unterwegs, in einem Kanal welcher etwa 4 m breit war. Wir wollten zuerst vom Start Punkt links dem Kanal entlang, es war wie eine Wasser Brücke, dann aber gingen wir rechts dem Kanal entlang ein bisschen runter, dann kam eine links kurve. Das Deck des rumrunner war aus teack holz, und diverse handgriffe waren darauf befestigt, ebenfalls aus teack. Ich befühlte die handgriffe von aussen und von innen. Ich sass am Bug, und ein fremder, dicker Mann sass an meinem rücken ab, und ich schlief kurze Zeit mit meinem kopf an seinem ranzen angelehnt. Mir lief der saber raus, und ich wusste dass ich eine falte in der backe bekommen würde, wenn ich weiterschlief. Als ich mich aufsetzte, sah ich Bug voraus dass der Kanal zu einem Bach ohne Wasser mutiert war. Nur ein Wasser rinnsal war noch übrig. Ich rief Pius zu, Achtung untiefe, und er fuhr rückwärts zurück, relativ schnell und geschmeidig. ",1351613280000,2012-10-30 16:08:00
"Ich musste mit j einen Raum oder Gebäude räumen, wo ganz viele Bücher drin waren. Wir waren mit dem Auto angekommen und hatten es weiter weg auf einem Parkplatz abgestellt. Ursula Vogel schaute sich ein paar Bücher an, wollte zuerst keines, dann aber als sie ging wollte sie doch noch ein paar, ich solle sie ihr doch rauslegen. Es waren Bücher über Musik in der Architektur, oder Noten über den normalen Noten, welche man als Musik spielen konnte oder einfach als abstand wahrgenommen werden konnten. Eine Bäckerei war neben dem Raum, welche am morgen früh (8Uhr?) Aufmachen würde und ein Mann sagte uns dass es ein Riesen kommen und gehen sein würde, wir sage dass wir das Auto deshalb extra ein bisschen ausserhalb parkiert hatten.
Jacqueline zeigte mir was sie alles studiert hatte als sie ihre Ausbildung als tcm gemacht hatte, nämlich auch Architektur und Musik, und ich sagte dann ist es ja klar dass das nur eine schnellbleiche sein konnte. Ich sagte ich hätte auch ein bisschen Architektur und Physik gehabt, ob sie denn auch das Verhältnis zwischen einem dach und dessen Säulen gehabt hätten? Ja, und das Verhältnis sei riesig.
Auch zeigte sie mir auf einem Plan eines Domes, wie das mit der Musik in der Architektur gemeint war, und mit den über Noten.
Von unten nach oben könnte man alle architektonische Details auf einer Orgel nachspielen, immer weiter hinauf, und zuoberst dann, bei den ""rüscheli"" verzierungen, konnte man die verzierung als Note (über Note) spielen oder als Ruhe abstand einspielen. Sie sagte mir den genauen Namen dieser Noten Art und er stimmte mit dem Namen der verzierungen überein. Der Plan war etwa 1 mal 2 Meter gross. Es war darauf vorallem eine riesige Kuppel zu sehen, mit seiner unterkonstruktion.",1351613280000,2012-10-30 16:08:00
"Mit einem Laptop, des nachts an einem Ort, mitten in der Natur und mitten in einem Raum. Mit dem Laptop zoomte ich in die weite und zurück, mehrmals, im Sitzen, gerät auf dem schoss, Richtung ""rechts"". Die wand des Zimmers/Hauses im rücken. Ein wiesel oder marder ähnliches Tier stellte sich etwa 2 Meter vor mir ins Bild. Ich fotografierte es mehrmals mit verschiedenen farb filtern. Dann wollte ich auf dem Linux Laptop dem einreise Polizist mein esta Visum zeigen, es war aber  nicht leserlich weil er ein Windows und ich Linux hatte. Ich sagte dies sei ""jodes"", nun hätten wir das Geschenk, er aber sagte nichts sei ""jodes"", wir hätten wir Zeit. Dies war nun im Zimmer, ich hatte den rücken in die Richtung wo ich vorhin hingezoomt hatte, der Laptop auf einem Tisch, der Polizist hinter mir, rechts.",1351731960000,2012-11-01 01:06:00
Da war ein amerikanischer truck welcher die baumstämme die er geladen hatte verlor,1351731840000,2012-11-01 01:04:00
"Mit j. An einem Ort, eine Ruine die ein Gestell voller Schusswaffen hatte, auch gewehre mit zielfernrohren und schall Dämpfer.",1351731840000,2012-11-01 01:04:00
"Ich fuhr in einem Auto mit j. Eine Strasse entlang. Wir wollten diverse Sachen einkaufen gehen, baumaterila oder so. Auf der Strecke, wo eine Strasse rechts weg ging, liess ich j. Raus, sie musste etwas holen. Ich hätte eigentlich auf sie warten müssen, fuhr aber weiter. Ich spielte eine mundharmonika, die etwa 50 cm lang war. Das Auto fuhr wie von selbst, der Strasse entlang ohne dass ich steuern musste. Ich spielte sehr stark harmonika, bläst und saugte, es ging sehr gut und ich wollte es j. Zeigen, da merkte ich dass ich einfach weitergefahren war. Bei einer Strasse die links wegging drehte ich um und fuhr zurück. J. War plötzlich da, viel zu früh, und als ich sie auflud sagte sie sie sei weiter vorne ausgeladen worden, und hätte gehofft dass ich nicht da hätten würde wo ich sie ausgeladen hatte, und ich sagte ich müsse es wohl gespürt haben, denn ich sei einfach weitergefahren.",1351795080000,2012-11-01 18:38:00
"Bei einem Haus, auf der hinterseite hatte es einen Platz, und wir bauten einen Balkon an, auf etwa 2.5 Meter ab Boden. Wir schraubten vorher eingekaufte stahl H Träger an die Hauswand, um die rechte ecke des Hauses, welche auf den Platz schaute. Am rechten Ende des Balkon war eine Tür, und da war ein ziemliches puff am Boden, welches ich aufräumen wollte, während die anderen 2 (Marco?) Die Träger anschraubten. Ich schaute die holzwand des Hauses an, und ordnete die schrauben schachteln rehtwinklig am Boden. Auch reinigte ich den abfall weg. Ich sagte auf Fragen hin dass man Ordnung halten solle.
Im Haus inneren, in der gegenüber Gesetzen ecke, war die Küche und ein 2er Raum, mit einem grauen Plastik Kasten. Ich hatte extrem viel nudeln eingekauft, in den Spaghetti Packungen (500g) und in runden durchsichtigen Plastik tellern, mit deckel, etwa 20 cm Durchmesser. In den Packungen waren aber teilweise fast keine nudeln. Ich stapelte sie auf eine kommode oder so an der rechten Küchenwand, Richtung Balkon wand, und andere, die runden, stapelte ich an der trennwand zwischen Küche und dem 2en Raum auf einem Gestell. Rechts der verbindungstür. Daniela sagte, ou Nein, hast du diese gekauft, und ich fragte ob sie diese nudeln nicht gern hätte. Sie sagte, Nein nicht besonders, und wahrscheinlich hast du sie von zuoberst am kühler genommen? Ja wieso denn fragte ich, und sie erklärte mir dass man sie immer von zuunterst nehmen müsse, denn das Licht sei schlecht für die nudeln.
Mit 2 500g Packungen spielte ich noch Schlagzeug an dem Kasten aus Plastik von elvis, und an anderen Oberflächen des Hauses, einige tönten echt gut, andere nicht. Dies war bevor Daniela mich wegen den nudeln ansprach. J war auch da. Bei der verbindungstür zum Raum gabs noch ein Tisch, links davon in der Küche. Da saß elvis (?). Und links der kommode war noch eine Tür, Richtung Balkon. Wahrscheinlich war es die Tür am rechten Ende des balkons.",1351795080000,2012-11-01 18:38:00
"Ich und j. Waren in Albanien nach einer Wanderung, und müssten auf ein Flug, welcher von tirana oder pristina aus ging. Wir waren in einer gefährlichen Gegend gelandet, und als wir mehrere junge Männer nach dem weg fragten, schickten sie uns in die falsche Richtung, einen hoger hinauf, in ein hinuntergekommenes Dorf. Da fragten wir einen Taxi Fahrer, oder eine Taxi Fahrerin, und die sagte dass der Flughafen eine Feierstunde von da entfernt sei. Der Flug ging genau in einer Stunde. Sie sagte sie würde zum Flughafen gehen und da ein Hotel nehmen, und dann ein Tag später gehen, wir aber sagten dass wir den Flug nehmen müssten, da das ticket nicht ersetzbar sei. Sie fuhr uns schliesslich zum Flughafen, wir konnten ihn von weit her schon sehen.",1351794660000,2012-11-01 18:31:00
"Bei einem alten Restaurant, nach einer langen Reise aus China oder so angekommen, und da traf ich und jemand anderes auf drei junge Mädchen, mit welchen wir immer hoger abwärts gingen, hinter dem Gebäude. Nach rechts. Es gab auch die Möglichkeit wieder hinauf zu gehen, wir wollten uns aber nicht über anstrengen, und gingen weiter abwärts. Wir waren Teil einer Prozession. Schliesslich kamen wir Richtung hubelmatt, und ich fragte die Mädchen ob sie im hubelmatt oder in der allmend zur Schule gingen. Sie sagten, in der allmend. Als wir vom coop her zum hubelmatt Schulhaus kamen, erklärte ich ihnen wo ich Werken gehabt hatte etc. Etwas war mit Geld eine Finanzierung des werkens das nicht mehr klappte oder früher ein Problem war. Ich sagte ihnen ich sei 15 Jahre älter als sie, nämlich 30. Wir gingen weiter, nach rechts, und die eine sagte sie sei mit einem schwulen, mir, und anderen unterwegs, aber sie mochte mich trotzdem. Ich hatte ein grauen kapuzen Pullover an, und hatte ihn tief ins Gesicht gezogen.
Wir gingen eine Strasse welche asphaltiert war entlang, und auf der rechten Seite der geh Richtung war eine wiese, etwa 10 Meter tiefer, wo eine soft hard core Party lief. Sie waren alle in Schwarz gekleidet und hatten nieten an den jacken etc. Wir schauten hinunter.",1351873380000,2012-11-02 16:23:00
"Auf einem rollgerüst war ein toter, ich kletterte hinauf und schaute ihn mir an und fand heraus dass es ein Relikt war, er hatte ein Werkzeug, ein beil oder so in der rechten hand. Ich nahm es und ging hinunter, wo ich der Mörder der Leiche damit tötete, mit mehreren Schlägen, welche etwa 5 cm lange einschnitte in sein Gesicht und Kopf und Körper machten. Sie bluteten. Dann kam ein Sohn oder verwandter des Mörders, und ich entschied dass ich auch ihn töten musste, damit keine Zeugen da waren. Auch für ihnen ich benötigte ich mehrere schläge, die ich wie beim Mörder in letzter Sekunde abgab, bevor er mich erreicht hatte.",1351873380000,2012-11-02 16:23:00
"Bei einem betonierten Vorplatz, es war sonnig. In Bus stand da. Jemand hatte eine Kugel im bauch. Ich rief mehrere Ambulanz Leute, die sich im kommen verspäteten, und als sie auf dem Vorplatz waren lief ich ihnen entgegen, um sie zu stressen. Der dicke man mit der Kugel im bauch sagte es sei kein Stress nötig, es ginge ihm gut.",1351873380000,2012-11-02 16:23:00
"Ich diskutierte mit Stefan und anderen über die freimaurer und ob es sie gäbe und was ihre Zeichen seien. Ich sagte ihm dass er eine Grosse freimaurer Vergangenheit habe, da die Familie Hoffmann seit Generationen freimaurer seien. Ich zeigte ihm mit meiner linken hand das victory Zeichen, zwischen ring und Mittel Finger, es ging nicht sehr gut, die Finger wollten nicht so recht mitmachen. Jemand sagte dass manchmal die freimaurer auch mit den Augen ganz nach eine Seite schauten, um ein 3Eck zu simulieren. Ich antwortete dass die freimaurer viele grüße kannten, aber alle hätten das Dreieck gemeinsam. Dann verliess ich den Raum und ging zu einem anderen Haus, auf dem weg traf ich auf Tobias, und besprach etwas mit ihm. Er war am arbeiten. Dann war ich in dem Haus, ein weißes, und wachte auf weil ein angriff von bösen Wesen stattfand. Es war in der Form eines Kindes, wie das von the 6th Sense, und es ging links von mir einfach durch die wand hindurch, in den Raum wo Daniela (?) War. Ich ging aus dem Haus und tötete es indem ich meinem ebenfalls infizierten hund mit der hand den Kopf auf eine Runde kleine platte drückte, bis etwas in seinem Kopf explodierte. Der hund war nun wieder befreit, er ward ein bisschen kleiner, so wie er vorher gewesen war. Es war ein hellbrauner hund im Stil von mato. Wir verabreichten uns jeweils eine spritze, die Nadel war breit und dünn, statt spitzig. Die schachtel wo sie drinn war, hatte noch eine bedienungsanleitung, wo draufstand dass die bösen Wesen mit ein paar tropfen Feuchtigkeit unter dem Haus entstehen konnten. Tatsächlich fand ich 2 Kondens tropfen unter dem Deckel der Schachtel (Runde Metall büchse) welche unter dem Küchen Boden gewesen war.",1351960440000,2012-11-03 16:34:00
"Von einem Stempel, mit 4 verschiedenen Symbolen, im 4 Eck angeordnet, mit einem trennungs kreuz in der Mitte. Ich musste der Stempel im blut nass machen, und dann auf Papier drücken, er verblasste sehr schnell wieder.",1352079480000,2012-11-05 01:38:00
"Mit einem schwarzen Panter gespielt. Er war noch jung und zog seine krallen schön brav ein. Ich kuschelte mit ihm, und er mit mir.",1352165880000,2012-11-06 01:38:00
"Wenn man jung ist, sieht man vor sich ein berg, dessen Gipfel. Ab einem gewissen Alter schaut man vom Gipfel hinunter.
Um jung zu bleiben, muss man immer von unten zum Gipfel schauen, also ständig weiter hinauf gehen.",1352165880000,2012-11-06 01:38:00
